,model,architectures,model_type,number_of_parameters,number_of_labels,labels,memory_consumption,dataset,accuracy
30817,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_formal_fallacies,0.532
30818,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_logical_deduction_five_objects,0.216
30819,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_movie_recommendation,0.336
30820,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_navigate,0.428
30821,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_object_counting,0.356
30822,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_penguins_in_a_table,0.2328767123287671
30823,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_ruin_names,0.076
30824,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_salient_translation_error_detection,0.336
30825,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_snarks,0.5393258426966292
30826,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_sports_understanding,0.48
30827,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_temporal_sequences,0.148
30828,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.128
30829,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_tracking_shuffled_objects_three_objects,0.34
30830,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,bbh_web_of_lies,0.488
30831,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,gpqa,0.2575503355704698
30832,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,gpqa_diamond,0.2373737373737373
30833,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,gpqa_extended,0.2619047619047619
30834,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,math_algebra_hard,0.2019543973941368
30835,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,math_counting_and_prob_hard,0.048780487804878
30836,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,math_geometry_hard,0.0681818181818181
30837,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,math_hard,0.0898791540785498
30838,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,math_intermediate_algebra_hard,0.0214285714285714
30839,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,math_num_theory_hard,0.0519480519480519
30840,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,math_prealgebra_hard,0.1295336787564766
30841,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,math_precalculus_hard,0.0222222222222222
30842,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,MMLU-Pro,0.1829288563829787
30843,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,musr,0.3187830687830688
30844,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,musr_murder_mysteries,0.5
30845,la-mejor-mezcla-3-2-1b,unknown,unknown,1000000000.0,,,4000000000.0,musr_team_allocation,0.244
30846,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,Big-bench Hard,0.6384308279812533
30847,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_boolean_expressions,0.872
30848,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_date_understanding,0.668
30849,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_formal_fallacies,0.7
30850,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_geometric_shapes,0.484
30851,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_hyperbaton,0.752
30852,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_logical_deduction_five_objects,0.6
30853,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_logical_deduction_seven_objects,0.62
30854,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_logical_deduction_three_objects,0.876
30855,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_movie_recommendation,0.72
30856,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_navigate,0.7
30857,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_object_counting,0.432
30858,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_penguins_in_a_table,0.684931506849315
30859,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_reasoning_about_colored_objects,0.824
30860,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_ruin_names,0.784
30861,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_snarks,0.7528089887640449
30862,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_sports_understanding,0.768
30863,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_temporal_sequences,0.848
30864,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.216
30865,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_three_objects,0.344
30866,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,gpqa,0.3783557046979866
30867,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,gpqa_diamond,0.3434343434343434
30868,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,gpqa_extended,0.3901098901098901
30869,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,GPQA,0.3794642857142857
30870,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,math_counting_and_prob_hard,0.3008130081300813
30871,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,math_geometry_hard,0.1969696969696969
30872,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,math_hard,0.3648036253776435
30873,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,math_intermediate_algebra_hard,0.1714285714285714
30874,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,math_num_theory_hard,0.3311688311688311
30875,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,math_prealgebra_hard,0.5958549222797928
30876,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,math_precalculus_hard,0.2222222222222222
30877,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,MMLU-Pro,0.5321642287234043
30878,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,musr,0.4629629629629629
30879,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,musr_object_placements,0.390625
30880,lacerta-opus-14b-elite8,unknown,unknown,14000000000.0,,,56000000000.0,musr_team_allocation,0.444
30881,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,Big-bench Hard,0.6559625065092866
30882,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_boolean_expressions,0.872
30883,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_causal_judgement,0.6417112299465241
30884,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_date_understanding,0.672
30885,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_disambiguation_qa,0.652
30886,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_formal_fallacies,0.732
30887,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_geometric_shapes,0.504
30888,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_hyperbaton,0.724
30889,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_logical_deduction_five_objects,0.632
30890,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_logical_deduction_three_objects,0.912
30891,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_movie_recommendation,0.74
30892,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_navigate,0.696
30893,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_penguins_in_a_table,0.6986301369863014
30894,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_reasoning_about_colored_objects,0.832
30895,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_ruin_names,0.852
30896,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_salient_translation_error_detection,0.624
30897,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_sports_understanding,0.776
30898,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_temporal_sequences,0.916
30899,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.24
30900,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_three_objects,0.312
30901,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_web_of_lies,0.56
30902,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,gpqa,0.3817114093959731
30903,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,gpqa_diamond,0.3585858585858585
30904,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,gpqa_extended,0.4029304029304029
30905,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,GPQA,0.3660714285714285
30906,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,math_algebra_hard,0.5602605863192183
30907,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,math_counting_and_prob_hard,0.2601626016260162
30908,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,math_geometry_hard,0.2386363636363636
30909,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,math_intermediate_algebra_hard,0.1321428571428571
30910,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,math_num_theory_hard,0.2922077922077922
30911,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,math_prealgebra_hard,0.5207253886010362
30912,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,MMLU-Pro,0.5408078457446809
30913,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,musr,0.4722222222222222
30914,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,musr_murder_mysteries,0.56
30915,lamarck-14b-v0-1-experimental,lamarck,lamarck,14000000000.0,,,56000000000.0,musr_team_allocation,0.464
30916,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,Big-bench Hard,0.659086964068738
30917,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_boolean_expressions,0.9
30918,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_date_understanding,0.688
30919,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_disambiguation_qa,0.624
30920,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_formal_fallacies,0.696
30921,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_geometric_shapes,0.496
30922,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_hyperbaton,0.756
30923,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_logical_deduction_five_objects,0.62
30924,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_movie_recommendation,0.756
30925,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_navigate,0.704
30926,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_object_counting,0.512
30927,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_penguins_in_a_table,0.684931506849315
30928,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_ruin_names,0.8720000000000001
30929,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_salient_translation_error_detection,0.636
30930,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_snarks,0.8033707865168539
30931,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_sports_understanding,0.772
30932,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_temporal_sequences,0.916
30933,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_five_objects,0.26
30934,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.244
30935,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_three_objects,0.316
30936,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_web_of_lies,0.572
30937,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,gpqa_extended,0.4010989010989011
30938,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,math_algebra_hard,0.5674267100977198
30939,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,math_counting_and_prob_hard,0.2845528455284553
30940,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,math_geometry_hard,0.1833333333333333
30941,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,math_hard,0.3273413897280967
30942,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,math_intermediate_algebra_hard,0.12
30943,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,math_prealgebra_hard,0.5170984455958549
30944,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,math_precalculus_hard,0.1748148148148148
30945,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,MMLU-Pro,0.5410571808510638
30946,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,musr,0.4682539682539682
30947,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,musr_murder_mysteries,0.56
30948,lamarck-14b-v0-3,lamarck,lamarck,14000000000.0,,,56000000000.0,musr_team_allocation,0.448
30949,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,Big-bench Hard,0.6517965630966847
30950,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_boolean_expressions,0.904
30951,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_causal_judgement,0.6470588235294118
30952,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_date_understanding,0.696
30953,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_disambiguation_qa,0.6
30954,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_geometric_shapes,0.484
30955,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_hyperbaton,0.736
30956,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_logical_deduction_seven_objects,0.596
30957,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_movie_recommendation,0.752
30958,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_object_counting,0.512
30959,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_penguins_in_a_table,0.6643835616438356
30960,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_reasoning_about_colored_objects,0.824
30961,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_ruin_names,0.868
30962,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_salient_translation_error_detection,0.632
30963,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_sports_understanding,0.78
30964,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_temporal_sequences,0.904
30965,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.252
30966,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_tracking_shuffled_objects_three_objects,0.312
30967,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_web_of_lies,0.556
30968,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,gpqa,0.3783557046979866
30969,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,gpqa_diamond,0.3787878787878788
30970,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,gpqa_extended,0.3901098901098901
30971,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,GPQA,0.3638392857142857
30972,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,math_algebra_hard,0.5895765472312704
30973,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,math_counting_and_prob_hard,0.3008130081300813
30974,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,math_geometry_hard,0.1477272727272727
30975,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,math_hard,0.338368580060423
30976,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,math_intermediate_algebra_hard,0.1267857142857142
30977,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,math_num_theory_hard,0.3051948051948052
30978,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,math_prealgebra_hard,0.533678756476684
30979,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,math_precalculus_hard,0.1851851851851851
30980,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,MMLU-Pro,0.5406416223404256
30981,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,musr,0.4841269841269841
30982,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,musr_murder_mysteries,0.568
30983,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,musr_object_placements,0.4140625
30984,lamarck-14b-v0-4-qwenvergence,lamarck,lamarck,14000000000.0,,,56000000000.0,musr_team_allocation,0.472
30985,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,Big-bench Hard,0.6445061621246312
30986,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_boolean_expressions,0.864
30987,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_causal_judgement,0.6203208556149733
30988,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_date_understanding,0.672
30989,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_formal_fallacies,0.744
30990,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_hyperbaton,0.716
30991,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_logical_deduction_five_objects,0.616
30992,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_logical_deduction_seven_objects,0.632
30993,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_logical_deduction_three_objects,0.916
30994,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_movie_recommendation,0.728
30995,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_navigate,0.724
30996,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_penguins_in_a_table,0.6643835616438356
30997,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_reasoning_about_colored_objects,0.808
30998,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_ruin_names,0.78
30999,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_salient_translation_error_detection,0.592
31000,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_snarks,0.7640449438202247
31001,lamarck-14b-v0-6,lamarck,lamarck,14000000000.0,,,56000000000.0,bbh_sports_understanding,0.792
