model_a,model_b,weight
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-1ep-0alp-0lam,0.9999999999999998
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-2ep-0alp-0lam,0.9999999999999998
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-3ep-0alp-0lam,0.9999999999999998
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-7-3ep-0alp-0lam,0.9999999999999998
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-6-1ep-0alp-0lam,0.9999999999999998
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-math-1-5b-instruct,0.9999999999999998
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-6-2ep-0alp-0lam,0.9999999999999998
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-6-3ep-0alp-0lam,0.9999999999999998
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-7-1ep-0alp-0lam,0.9999999999999998
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-7-2ep-0alp-0lam,0.9999999999999998
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,phi4-turn-r1distill-16bit,1.0
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,phi-4-bnb-4bit,1.0
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,test-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,1.0
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,chemeng-phi-3-mini-4k-instruct-bnb-4bit-16-4-100-1-nonmath,1.0
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,phi-4-unsloth-bnb-4bit,1.0
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,3prymmal-phi3-3b-slerp,0.9630314584816695
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,calme-2-2-phi3-4b,0.9511020742205647
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,calme-2-3-phi3-4b,0.9511020742205647
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,calme-2-1-phi3-4b,0.9511020742205647
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,calme-2-1-phi3-5-4b,0.9511020742205647
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,0.9999999999999998
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-1ep-0alp-0lam,0.9999999999999998
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-2ep-0alp-0lam,0.9999999999999998
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-3ep-0alp-0lam,0.9999999999999998
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-7-3ep-0alp-0lam,0.9999999999999998
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-6-1ep-0alp-0lam,0.9999999999999998
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-math-1-5b-instruct,0.9999999999999998
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-6-2ep-0alp-0lam,0.9999999999999998
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-6-3ep-0alp-0lam,0.9999999999999998
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-7-1ep-0alp-0lam,0.9999999999999998
10prymmal-3b-slerp,t1-3b,1.0000000000000002
10prymmal-3b-slerp,menda-3b-500,1.0000000000000002
10prymmal-3b-slerp,menda-3b-750,1.0000000000000002
10prymmal-3b-slerp,bio-medical-3b-cot-012025,1.0000000000000002
10prymmal-3b-slerp,helpingai-3b-reloaded,1.0000000000000002
10prymmal-3b-slerp,pancho-v1-qw25-3b-unamgs,1.0000000000000002
10prymmal-3b-slerp,kyro-n1-3b,1.0000000000000002
10prymmal-3b-slerp,ph3unsloth-3b-slerp,1.0000000000000002
10prymmal-3b-slerp,test-l3-2-rewish-3b,1.0000000000000002
10prymmal-3b-slerp,barcenas-3b-grpo,1.0000000000000002
12b-mn-dans-reasoning-test-2,dans-instruct-corecurriculum-12b-chatml,0.9999999999999999
12b-mn-dans-reasoning-test-2,dans-sakurakaze-v1-0-0-12b,0.9999999999999999
12b-mn-dans-reasoning-test-2,dans-personalityengine-v1-1-0-12b,0.9999999999999999
12b-mn-dans-reasoning-test-2,12b-mn-dans-reasoning-test-3,0.9999999999999999
12b-mn-dans-reasoning-test-2,dans-instruct-corecurriculum-12b,0.9999999999999999
12b-mn-dans-reasoning-test-2,dans-personalityengine-v1-0-0-8b,0.9981837940912957
12b-mn-dans-reasoning-test-2,dans-instruct-mix-8b-chatml-v0-2-0,0.9981837940912957
12b-mn-dans-reasoning-test-2,dans-instruct-mix-8b-chatml,0.9981837940912957
12b-mn-dans-reasoning-test-2,dans-instruct-mix-8b-chatml-v0-1-0,0.9981837940912957
12b-mn-dans-reasoning-test-2,dans-instruct-mix-8b-chatml-v0-1-1,0.9981837940912957
12b-mn-dans-reasoning-test-3,dans-instruct-corecurriculum-12b-chatml,0.9999999999999999
12b-mn-dans-reasoning-test-3,dans-sakurakaze-v1-0-0-12b,0.9999999999999999
12b-mn-dans-reasoning-test-3,dans-personalityengine-v1-1-0-12b,0.9999999999999999
12b-mn-dans-reasoning-test-3,dans-instruct-corecurriculum-12b,0.9999999999999999
12b-mn-dans-reasoning-test-3,12b-mn-dans-reasoning-test-2,0.9999999999999999
12b-mn-dans-reasoning-test-3,dans-personalityengine-v1-0-0-8b,0.9981837940912957
12b-mn-dans-reasoning-test-3,dans-instruct-mix-8b-chatml-v0-2-0,0.9981837940912957
12b-mn-dans-reasoning-test-3,dans-instruct-mix-8b-chatml,0.9981837940912957
12b-mn-dans-reasoning-test-3,dans-instruct-mix-8b-chatml-v0-1-0,0.9981837940912957
12b-mn-dans-reasoning-test-3,dans-instruct-mix-8b-chatml-v0-1-1,0.9981837940912957
13-outof-32-pruned-layers-llama3-1-8b,llama-3-8b-instruct-sppo-iter1-bt-8b-table,1.0
13-outof-32-pruned-layers-llama3-1-8b,llama-3-8b-po1,1.0
13-outof-32-pruned-layers-llama3-1-8b,llama-3-8b-prolong-512k-base,1.0
13-outof-32-pruned-layers-llama3-1-8b,llama-3-8b-prolong-512k-instruct,1.0
13-outof-32-pruned-layers-llama3-1-8b,llama-3-8b-prolong-64k-base,1.0
13-outof-32-pruned-layers-llama3-1-8b,deepthink-llama-3-8b-preview,1.0
13-outof-32-pruned-layers-llama3-1-8b,homer-llama3-8b,1.0
13-outof-32-pruned-layers-llama3-1-8b,llama-3-8b-prolong-64k-instruct,1.0
13-outof-32-pruned-layers-llama3-1-8b,llama-3-8b-sfr-iterative-dpo-r,1.0
13-outof-32-pruned-layers-llama3-1-8b,defne-llama3-1-8b,1.0
14b,condor-opus-14b-exp,1.0
14b,rza-14b-sce,1.0
14b,tempestissimo-14b-0309,1.0
14b,guiltyspark-14b-ties,1.0
14b,lamarckinfusion-14b-v1,1.0
14b,ph3merge2-14b,1.0
14b,ph3merge-14b,1.0
14b,tadpole-opus-14b-exp,1.0
14b,bifrost-14b,1.0
14b,lamarckinfusion-14b-v2,1.0
1parammyl-8b-modelstock,oneil-model-stock-8b,1.0
1parammyl-8b-modelstock,elusive-dragon-heart-8b-linear,1.0
1parammyl-8b-modelstock,control-8b-v1-1,1.0
1parammyl-8b-modelstock,control-8b,1.0
1parammyl-8b-modelstock,neuraldaredevil-8b-abliterated,1.0
1parammyl-8b-modelstock,promissum-mane-8b-linear-lorablated,1.0
1parammyl-8b-modelstock,distilled-darkplanet-allades-8b,1.0
1parammyl-8b-modelstock,distilled-darkplanet-allades-8b-ties,1.0
1parammyl-8b-modelstock,distilled-whiskey-8b,1.0
1parammyl-8b-modelstock,condensed-milk-8b-model-stock,1.0
1up-14b,condor-opus-14b-exp,1.0
1up-14b,rza-14b-sce,1.0
1up-14b,tempestissimo-14b-0309,1.0
1up-14b,guiltyspark-14b-ties,1.0
1up-14b,lamarckinfusion-14b-v1,1.0
1up-14b,ph3merge2-14b,1.0
1up-14b,ph3merge-14b,1.0
1up-14b,tadpole-opus-14b-exp,1.0
1up-14b,bifrost-14b,1.0
1up-14b,lamarckinfusion-14b-v2,1.0
2-prymmal-ece-2b-slerp-v1,2-prymmal-ece-2b-slerp-v2,0.9999999999999997
2-prymmal-ece-2b-slerp-v1,ece-prymmal-3b-slerp-v1,0.9985094944629755
2-prymmal-ece-2b-slerp-v1,ece-prymmal-3b-slerp-2-v1,0.9985094944629755
2-prymmal-ece-2b-slerp-v1,ece-prymmal-3b-slerp-2-v2,0.9985094944629755
2-prymmal-ece-2b-slerp-v1,ece-prymmal-3b-slerp-v2,0.9985094944629755
2-prymmal-ece-2b-slerp-v1,ece-eiffel-3b,0.9985094944629755
2-prymmal-ece-2b-slerp-v1,ece-prymmal-yl-3b-slerp-v1,0.9985094944629755
2-prymmal-ece-2b-slerp-v1,ece-prymmal-yl-3b-slerp-v2,0.9985094944629755
2-prymmal-ece-2b-slerp-v1,ece-prymmal-yl-3b-slerp-v3,0.9985094944629755
2-prymmal-ece-2b-slerp-v1,ece-1b-merge-prymmal,0.996866154809686
2-prymmal-ece-2b-slerp-v2,2-prymmal-ece-2b-slerp-v1,0.9999999999999997
2-prymmal-ece-2b-slerp-v2,ece-prymmal-3b-slerp-v1,0.9985094944629755
2-prymmal-ece-2b-slerp-v2,ece-prymmal-3b-slerp-2-v1,0.9985094944629755
2-prymmal-ece-2b-slerp-v2,ece-prymmal-3b-slerp-2-v2,0.9985094944629755
2-prymmal-ece-2b-slerp-v2,ece-prymmal-3b-slerp-v2,0.9985094944629755
2-prymmal-ece-2b-slerp-v2,ece-eiffel-3b,0.9985094944629755
2-prymmal-ece-2b-slerp-v2,ece-prymmal-yl-3b-slerp-v1,0.9985094944629755
2-prymmal-ece-2b-slerp-v2,ece-prymmal-yl-3b-slerp-v2,0.9985094944629755
2-prymmal-ece-2b-slerp-v2,ece-prymmal-yl-3b-slerp-v3,0.9985094944629755
2-prymmal-ece-2b-slerp-v2,ece-1b-merge-prymmal,0.996866154809686
2-prymmal-ece-7b-slerp,ece-prymmal-yl-7b-slerp-v4,0.9999999999999999
2-prymmal-ece-7b-slerp,prymmal-ece-7b-slerp-v8,0.9999999999999999
2-prymmal-ece-7b-slerp,prymmal-ece-7b-slerp-v7,0.9999999999999999
2-prymmal-ece-7b-slerp,prymmal-ece-7b-slerp-v6,0.9999999999999999
2-prymmal-ece-7b-slerp,prymmal-ece-7b-slerp-v5,0.9999999999999999
2-prymmal-ece-7b-slerp,prymmal-ece-7b-slerp-v4,0.9999999999999999
2-prymmal-ece-7b-slerp,2-prymmal-ece-7b-slerp-v3,0.9999999999999999
2-prymmal-ece-7b-slerp,prymmal-ece-7b-slerp-v3,0.9999999999999999
2-prymmal-ece-7b-slerp,3-prymmal-ece-7b-slerp-v1,0.9999999999999999
2-prymmal-ece-7b-slerp,2-prymmal-ece-7b-slerp-v2,0.9999999999999999
2-prymmal-ece-7b-slerp-v1,ece-prymmal-yl-7b-slerp-v4,0.9999999999999999
2-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v8,0.9999999999999999
2-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v7,0.9999999999999999
2-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v6,0.9999999999999999
2-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v5,0.9999999999999999
2-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v4,0.9999999999999999
2-prymmal-ece-7b-slerp-v1,2-prymmal-ece-7b-slerp-v3,0.9999999999999999
2-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v3,0.9999999999999999
2-prymmal-ece-7b-slerp-v1,3-prymmal-ece-7b-slerp-v1,0.9999999999999999
2-prymmal-ece-7b-slerp-v1,2-prymmal-ece-7b-slerp-v2,0.9999999999999999
2-prymmal-ece-7b-slerp-v2,ece-prymmal-yl-7b-slerp-v4,0.9999999999999999
2-prymmal-ece-7b-slerp-v2,prymmal-ece-7b-slerp-v8,0.9999999999999999
2-prymmal-ece-7b-slerp-v2,prymmal-ece-7b-slerp-v7,0.9999999999999999
2-prymmal-ece-7b-slerp-v2,prymmal-ece-7b-slerp-v6,0.9999999999999999
2-prymmal-ece-7b-slerp-v2,prymmal-ece-7b-slerp-v5,0.9999999999999999
2-prymmal-ece-7b-slerp-v2,prymmal-ece-7b-slerp-v4,0.9999999999999999
2-prymmal-ece-7b-slerp-v2,2-prymmal-ece-7b-slerp-v3,0.9999999999999999
2-prymmal-ece-7b-slerp-v2,prymmal-ece-7b-slerp-v3,0.9999999999999999
2-prymmal-ece-7b-slerp-v2,3-prymmal-ece-7b-slerp-v1,0.9999999999999999
2-prymmal-ece-7b-slerp-v2,mistralbase-4x7b-moe-ece-prymmal-martial,0.9999999999999999
2-prymmal-ece-7b-slerp-v3,ece-prymmal-yl-7b-slerp-v4,0.9999999999999999
2-prymmal-ece-7b-slerp-v3,prymmal-ece-7b-slerp-v8,0.9999999999999999
2-prymmal-ece-7b-slerp-v3,prymmal-ece-7b-slerp-v7,0.9999999999999999
2-prymmal-ece-7b-slerp-v3,prymmal-ece-7b-slerp-v6,0.9999999999999999
2-prymmal-ece-7b-slerp-v3,prymmal-ece-7b-slerp-v5,0.9999999999999999
2-prymmal-ece-7b-slerp-v3,prymmal-ece-7b-slerp-v4,0.9999999999999999
2-prymmal-ece-7b-slerp-v3,prymmal-ece-7b-slerp-v3,0.9999999999999999
2-prymmal-ece-7b-slerp-v3,3-prymmal-ece-7b-slerp-v1,0.9999999999999999
2-prymmal-ece-7b-slerp-v3,2-prymmal-ece-7b-slerp-v2,0.9999999999999999
2-prymmal-ece-7b-slerp-v3,mistralbase-4x7b-moe-ece-prymmal-martial,0.9999999999999999
2b-ad,l3-smb-instruct-12-2b-f32,0.9999999999999997
2b-ad,2b-or-not-2b,0.9999999999999997
2b-ad,l3-stheno-v3-2-12-2b-instruct,0.9999999999999997
2b-ad,silma-kashif-2b-instruct-v1-0,0.9999999999999997
2b-ad,helium-1-preview-2b,0.9999999999999997
2b-ad,l3-lumimaid-12-2b-v0-1-oas-instruct,0.9999999999999997
2b-ad,l3-jamet-12-2b-mk-v-blackroot-instruct,0.9999999999999997
2b-ad,arliai-rpmax-v1-3-merge-13-3b,0.9985094944629755
2b-ad,art-v0-3b,0.9985094944629755
2b-ad,anemoi-3b,0.9985094944629755
2b-or-not-2b,l3-smb-instruct-12-2b-f32,0.9999999999999997
2b-or-not-2b,2b-ad,0.9999999999999997
2b-or-not-2b,l3-stheno-v3-2-12-2b-instruct,0.9999999999999997
2b-or-not-2b,silma-kashif-2b-instruct-v1-0,0.9999999999999997
2b-or-not-2b,helium-1-preview-2b,0.9999999999999997
2b-or-not-2b,l3-lumimaid-12-2b-v0-1-oas-instruct,0.9999999999999997
2b-or-not-2b,l3-jamet-12-2b-mk-v-blackroot-instruct,0.9999999999999997
2b-or-not-2b,arliai-rpmax-v1-3-merge-13-3b,0.9985094944629755
2b-or-not-2b,art-v0-3b,0.9985094944629755
2b-or-not-2b,anemoi-3b,0.9985094944629755
2prymmal-yi1-5-6b-slerp,yi-6b-chat,1.0000000000000002
2prymmal-yi1-5-6b-slerp,yi-1-5-6b,1.0000000000000002
2prymmal-yi1-5-6b-slerp,yi-6b-200k,1.0000000000000002
2prymmal-yi1-5-6b-slerp,yi-1-5-6b-chat,1.0000000000000002
2prymmal-yi1-5-6b-slerp,yi-6b,1.0000000000000002
2prymmal-yi1-5-6b-slerp,yi-9b,0.9981527558119863
2prymmal-yi1-5-6b-slerp,yi-9b-200k,0.9981527558119863
2prymmal-yi1-5-6b-slerp,yi-coder-9b-chat,0.9981527558119863
2prymmal-yi1-5-6b-slerp,yi-coder-9b-chat-instruct-ties-moe-v1-0,0.9981527558119863
2prymmal-yi1-5-6b-slerp,dolphin-2-9-1-yi-1-5-9b,0.9981527558119863
3-prymmal-ece-7b-slerp-v1,ece-prymmal-yl-7b-slerp-v4,0.9999999999999999
3-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v8,0.9999999999999999
3-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v7,0.9999999999999999
3-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v6,0.9999999999999999
3-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v5,0.9999999999999999
3-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v4,0.9999999999999999
3-prymmal-ece-7b-slerp-v1,2-prymmal-ece-7b-slerp-v3,0.9999999999999999
3-prymmal-ece-7b-slerp-v1,prymmal-ece-7b-slerp-v3,0.9999999999999999
3-prymmal-ece-7b-slerp-v1,2-prymmal-ece-7b-slerp-v2,0.9999999999999999
3-prymmal-ece-7b-slerp-v1,mistralbase-4x7b-moe-ece-prymmal-martial,0.9999999999999999
34b-beta,ice0-34b-14-11-rp,1.0000000000000002
34b-beta,smaug-34b-v0-1,1.0000000000000002
34b-beta,jallabi-34b,1.0000000000000002
34b-beta,oxyge1-33b,0.9999925023186444
34b-beta,testq-32b,0.999968930781516
34b-beta,lytta2-5-32b-instruct,0.999968930781516
34b-beta,romboultima-32b,0.999968930781516
34b-beta,ultimos-32b,0.999968930781516
34b-beta,awqward2-5-32b-instruct,0.999968930781516
34b-beta,thebeagle-v2beta-32b-mgs,0.999968930781516
3bgeneral-ece-prymmal-martial,lareneg3b-ece-prymmal-martial,1.0
3bgeneral-ece-prymmal-martial,ece-prymmal1b-ft-v1,1.0
3bgeneral-ece-prymmal-martial,lareneg3bv2-ece-prymmal-martial,1.0
3bgeneral-ece-prymmal-martial,ece-eiffel-3bv2,1.0
3bgeneral-ece-prymmal-martial,general3bv2-ece-prymmal-martial,1.0
3bgeneral-ece-prymmal-martial,general3b-ece-prymmal-martial,1.0
3bgeneral-ece-prymmal-martial,3blarenegv2-ece-prymmal-martial,1.0
3bgeneral-ece-prymmal-martial,3blareneg-ece-prymmal-martial,1.0
3bgeneral-ece-prymmal-martial,3bgeneralv2-ece-prymmal-martial,1.0
3bgeneral-ece-prymmal-martial,ece-eiffel-3bv3,1.0
3bgeneralv2-ece-prymmal-martial,lareneg3b-ece-prymmal-martial,1.0
3bgeneralv2-ece-prymmal-martial,ece-prymmal1b-ft-v1,1.0
3bgeneralv2-ece-prymmal-martial,lareneg3bv2-ece-prymmal-martial,1.0
3bgeneralv2-ece-prymmal-martial,ece-eiffel-3bv2,1.0
3bgeneralv2-ece-prymmal-martial,general3bv2-ece-prymmal-martial,1.0
3bgeneralv2-ece-prymmal-martial,general3b-ece-prymmal-martial,1.0
3bgeneralv2-ece-prymmal-martial,3blarenegv2-ece-prymmal-martial,1.0
3bgeneralv2-ece-prymmal-martial,3blareneg-ece-prymmal-martial,1.0
3bgeneralv2-ece-prymmal-martial,3bgeneral-ece-prymmal-martial,1.0
3bgeneralv2-ece-prymmal-martial,ece-eiffel-3bv3,1.0
3blareneg-ece-prymmal-martial,lareneg3b-ece-prymmal-martial,1.0
3blareneg-ece-prymmal-martial,ece-prymmal1b-ft-v1,1.0
3blareneg-ece-prymmal-martial,lareneg3bv2-ece-prymmal-martial,1.0
3blareneg-ece-prymmal-martial,ece-eiffel-3bv2,1.0
3blareneg-ece-prymmal-martial,general3bv2-ece-prymmal-martial,1.0
3blareneg-ece-prymmal-martial,general3b-ece-prymmal-martial,1.0
3blareneg-ece-prymmal-martial,3blarenegv2-ece-prymmal-martial,1.0
3blareneg-ece-prymmal-martial,3bgeneralv2-ece-prymmal-martial,1.0
3blareneg-ece-prymmal-martial,3bgeneral-ece-prymmal-martial,1.0
3blareneg-ece-prymmal-martial,ece-eiffel-3bv3,1.0
3blarenegv2-ece-prymmal-martial,lareneg3b-ece-prymmal-martial,1.0
3blarenegv2-ece-prymmal-martial,ece-prymmal1b-ft-v1,1.0
3blarenegv2-ece-prymmal-martial,lareneg3bv2-ece-prymmal-martial,1.0
3blarenegv2-ece-prymmal-martial,ece-eiffel-3bv2,1.0
3blarenegv2-ece-prymmal-martial,general3bv2-ece-prymmal-martial,1.0
3blarenegv2-ece-prymmal-martial,general3b-ece-prymmal-martial,1.0
3blarenegv2-ece-prymmal-martial,3blareneg-ece-prymmal-martial,1.0
3blarenegv2-ece-prymmal-martial,3bgeneralv2-ece-prymmal-martial,1.0
3blarenegv2-ece-prymmal-martial,3bgeneral-ece-prymmal-martial,1.0
3blarenegv2-ece-prymmal-martial,ece-eiffel-3bv3,1.0
3prymmal-phi3-3b-slerp,calme-2-1-phi3-5-4b,0.9991492021300235
3prymmal-phi3-3b-slerp,calme-2-1-phi3-4b,0.9991492021300235
3prymmal-phi3-3b-slerp,calme-2-2-phi3-4b,0.9991492021300235
3prymmal-phi3-3b-slerp,calme-2-3-phi3-4b,0.9991492021300235
3prymmal-phi3-3b-slerp,phi3-5-comets-3-8b,0.989569176954087
3prymmal-phi3-3b-slerp,phi4-medit-10b-o1,0.9842194563225207
3prymmal-phi3-3b-slerp,phi-4-medit-11b-exp-1,0.9816212390369555
3prymmal-phi3-3b-slerp,fireball-12b-v1-13a-philosophers,0.9790935274421734
3prymmal-phi3-3b-slerp,lo-phi-14b,0.9742681150075552
3prymmal-phi3-3b-slerp,phi4basis-14b-sce,0.9742681150075552
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,0.9999999999999998
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-1ep-0alp-0lam,0.9999999999999998
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-2ep-0alp-0lam,0.9999999999999998
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-3ep-0alp-0lam,0.9999999999999998
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-7-3ep-0alp-0lam,0.9999999999999998
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-6-1ep-0alp-0lam,0.9999999999999998
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-math-1-5b-instruct,0.9999999999999998
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-6-2ep-0alp-0lam,0.9999999999999998
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-6-3ep-0alp-0lam,0.9999999999999998
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-7-1ep-0alp-0lam,0.9999999999999998
4prymmal-gemma2-9b-slerp,gemma-2-9b-it-dpo,0.9999999999999998
4prymmal-gemma2-9b-slerp,gemma-2-9b-it,0.9999999999999998
4prymmal-gemma2-9b-slerp,gemma-2-9b,0.9999999999999998
4prymmal-gemma2-9b-slerp,mt4-max-merge-02012025163610-gemma-2-9b,0.9999999999999998
4prymmal-gemma2-9b-slerp,mt4-gen5-gemma-2-9b,0.9999999999999998
4prymmal-gemma2-9b-slerp,mt4-gen4-gemma-2-9b,0.9999999999999998
4prymmal-gemma2-9b-slerp,mt4-gen3-gemma-2-9b,0.9999999999999998
4prymmal-gemma2-9b-slerp,mt4-gen2-gemma-2-9b,0.9999999999999998
4prymmal-gemma2-9b-slerp,mt4-gen1-gemma-2-9b,0.9999999999999998
4prymmal-gemma2-9b-slerp,recoilme-gemma-2-psy10k-mental-healt-9b-v0-1,0.9999999999999998
70b-l3-3-cirrus-x1,multiverse-70b,1.0000000000000002
70b-l3-3-cirrus-x1,nimbus-miqu-v0-1-70b,1.0000000000000002
70b-l3-3-cirrus-x1,set-70b,1.0000000000000002
70b-l3-3-cirrus-x1,miqu-1-70b-sf,1.0000000000000002
70b-l3-3-cirrus-x1,l3-70b-euryale-v2-1,1.0000000000000002
70b-l3-3-cirrus-x1,l3-3-ms-nevoria-70b,1.0000000000000002
70b-l3-3-cirrus-x1,midnight-miqu-70b-v1-5,1.0000000000000002
70b-l3-3-cirrus-x1,della-70b-test-v1,1.0000000000000002
70b-l3-3-cirrus-x1,l3-3-nevoria-r1-70b,1.0000000000000002
70b-l3-3-cirrus-x1,test-2-5-72b,0.9999948386080625
7b-cetacea,coco-7b-instruct-1m,0.9999999999999999
7b-cetacea,cantonesellmchat-v1-0-7b,0.9999999999999999
7b-cetacea,carbonvillain-en-10-7b-v4,0.9999999999999999
7b-cetacea,silicon-maid-7b,0.9999999999999999
7b-cetacea,seallms-v3-7b-chat,0.9999999999999999
7b-cetacea,seallm-7b-v2-5,0.9999999999999999
7b-cetacea,seallm-7b-v2,0.9999999999999999
7b-cetacea,sbr-o1-7b,0.9999999999999999
7b-cetacea,salamandra-7b-instruct,0.9999999999999999
7b-cetacea,salamandra-7b,0.9999999999999999
83k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,0.9999999999999998
83k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-1ep-0alp-0lam,0.9999999999999998
83k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-2ep-0alp-0lam,0.9999999999999998
83k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-3ep-0alp-0lam,0.9999999999999998
